,placekey,parent_placekey,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
31,zzz-222@5s9-h9n-fmk,,Web Woods,Baylis Street & North Oak Bend Drive,Duluth,MN,55811,,,2019-04-01T00:00:00-05:00,2019-05-01T00:00:00-05:00,278,79,"[6,7,10,15,8,12,11,8,13,16,16,11,6,7,7,5,10,8,8,8,7,11,6,11,6,9,13,8,9,6]",271370003004,"{""271370003004"":15,""271370033001"":5,""271370158002"":4,""271370158005"":4,""270753701005"":4,""271370004003"":4,""271370105001"":4,""271410301013"":4,""271370157002"":4}","{""27137000300"":18,""27017070400"":4,""27137011100"":4,""55031020700"":4,""27137010500"":4,""27137001600"":4,""55031020400"":4,""27137000400"":4,""27137001300"":4,""27141030101"":4,""27137015800"":4}","{""271370003004"":16,""271370013002"":5,""271370157002"":4,""271370004004"":4,""271370004003"":4,""271370003003"":4,""550310303001"":4,""271370111005"":4,""270170704001"":4,""271370105001"":4,""271370157001"":4,""271450004011"":4,""271370003002"":4}","{""US"":61}",5456.0,77.0,"{""<5"":9,""5-10"":35,""11-20"":28,""21-60"":46,""61-120"":44,""121-240"":29,"">240"":87}","{""Holiday Station"":7,""Kwik Trip"":4,""Simon mall"":2,""Caribou Coffee"":2,""Boys & Girls Clubs of America"":2,""Menard's"":2,""Papa Murphy's"":1,""Olive Garden"":1,""Super One Foods"":1,""McDonald's"":1,""Cub Foods"":1,""Subway"":1,""Toyota"":1,""Walmart"":1,""Dodge"":1,""Chevrolet"":1,""Target"":1,""Chrysler"":1,""BP"":1,""Cadillac"":1}","{""Kwik Trip"":38,""Simon mall"":32,""Holiday Station"":30,""Walmart"":28,""McDonald's"":23,""Super One Foods"":22,""Target"":19,""Caribou Coffee"":19,""Dick's Sporting Goods"":19,""Subway"":19,""Menard's"":18,""Sam's Club Fuel Center"":14,""Wild Birds Unlimited"":14,""Cub Foods"":14,""Papa Murphy's"":11,""Taco Bell"":11,""Walgreens"":11,""Sam's Club"":11,""Chipotle Mexican Grill"":10,""Buffalo Wild Wings"":10}","[54,52,53,52,52,54,62,70,74,64,74,67,69,66,59,56,65,50,37,29,40,45,49,52]","{""Monday"":41,""Tuesday"":37,""Wednesday"":47,""Thursday"":45,""Friday"":36,""Saturday"":39,""Sunday"":33}","{""android"":34,""ios"":41}"
32,222-222@5s7-63k-3wk,,Pigeon Hill Brewery Production Facility,895 4th St,Muskegon,MI,49440,,,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,40,24,"[5,0,0,0,1,0,1,1,1,3,1,2,2,0,1,1,5,2,3,1,0,0,1,2,1,2,3,0,0,1]",261210042002,"{""261210010001"":5,""261210019021"":4,""261390232001"":4,""261210027005"":4,""261635641001"":4,""261210037001"":4,""261390229004"":4,""261239710001"":4}","{""26123971000"":4,""26081012004"":4,""26127010500"":4,""26121002700"":4,""26081010903"":4,""26121000900"":4,""26121000500"":4}","{""261210036002"":9,""261210036003"":4,""261239710001"":4,""261210018002"":4,""261210009001"":4,""261270105002"":4,""261210027005"":4}","{""US"":25}",18933.0,26.0,"{""<5"":1,""5-10"":8,""11-20"":8,""21-60"":11,""61-120"":7,""121-240"":4,"">240"":1}","{""Marathon"":12,""Speedway"":6,""Ace Hardware"":6,""Wesco Convenience Store"":6,""Culver's"":6,""McDonald's"":6,""Meijer"":6,""BP"":3,""Boys & Girls Clubs of America"":3,""Beltone"":3,""Popeyes Louisiana Kitchen"":3,""Sky Zone"":3,""Ascend Resort Collection"":3,""Barnes and Noble College"":3,""Five Guys"":3,""American Job Centers"":3,""Burger King"":3,""Sherwin-Williams"":3,""D&W Fresh Market"":3,""AutoZone"":3}","{""McDonald's"":50,""BP"":46,""Wesco Convenience Store"":46,""Meijer"":38,""Marathon"":38,""Speedway"":29,""Culver's"":29,""Subway"":29,""Walmart"":25,""Burger King"":25,""Taco Bell"":21,""Starbucks"":21,""Wendy's"":21,""Mobil"":21,""AutoZone"":21,""Arby's"":21,""Goodwill Industries"":17,""GameStop"":17,""Sam's Club"":17,""Shell Oil"":17}","[1,0,0,0,0,0,0,5,7,6,7,5,6,7,6,5,3,4,4,3,2,2,3,0]","{""Monday"":7,""Tuesday"":4,""Wednesday"":10,""Thursday"":4,""Friday"":8,""Saturday"":6,""Sunday"":1}","{""android"":13,""ios"":9}"
33,22d-223@627-tdx-yy9,,Louisiana Joe's Sandwich Shop,488 Merrick Rd,Oceanside,NY,11572,,,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,128,54,"[2,3,2,6,7,5,2,7,1,3,6,4,4,1,4,1,1,7,7,7,4,7,4,5,8,4,5,4,4,3]",360594131002,"{""360594131002"":7,""360594157002"":4,""360594123023"":4,""360594131004"":4,""360594131003"":4,""360594139003"":4,""360650233003"":4,""360594047001"":4,""360594053013"":4}","{""36059413100"":16,""36059412302"":5,""36059413500"":4,""36059415700"":4,""36059405301"":4,""36059414202"":4}","{""360594124001"":8,""360594131002"":7,""360594167022"":4,""360594133007"":4,""360594123023"":4,""360594131004"":4,""360810071003"":4,""360594123022"":4,""360594143034"":4}","{""US"":52}",2606.0,85.0,"{""<5"":5,""5-10"":10,""11-20"":11,""21-60"":28,""61-120"":22,""121-240"":16,"">240"":36}","{""7-Eleven"":3,""CVS"":3,""Sign-A-Rama"":3,""Costco"":3,""TGI Fridays"":3,""Gala Fresh Farms"":3,""Dunkin'"":3,""Dollar Tree"":3,""BP"":2,""Speedway"":2,""Starbucks"":2,""Mobil"":2,""Staples"":2,""Stop & Shop"":2,""Kohl's"":2,""Shell Oil"":2,""Subway"":2,""Petco"":1,""IHOP"":1,""Walmart"":1}","{""CVS"":44,""Dunkin'"":35,""7-Eleven"":31,""BP"":30,""Stop & Shop"":30,""Starbucks"":28,""McDonald's"":26,""Target"":22,""Kohl's"":22,""Walgreens"":22,""Walmart"":20,""Taco Bell"":20,""The Home Depot"":20,""Costco"":20,""BJ's Wholesale Club"":20,""Shell Oil"":19,""Subway"":17,""Simon mall"":15,""Dollar Tree"":15,""Petco"":13}","[24,25,26,26,26,25,25,23,17,12,14,18,29,29,32,25,32,29,19,11,15,20,23,25]","{""Monday"":24,""Tuesday"":12,""Wednesday"":11,""Thursday"":27,""Friday"":22,""Saturday"":21,""Sunday"":11}","{""android"":20,""ios"":31}"
34,zzw-222@63t-yhd-fcq,222-222@63t-yhd-fcq,Harbor Freight Tools,2399 Ellsworth Rd,Ypsilanti,MI,48197,SG_BRAND_d587d3baacdacd5cf966e1611a1a799d,Harbor Freight Tools,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,51,49,"[0,2,2,4,1,2,3,4,2,0,0,0,0,0,2,3,3,2,4,1,4,1,1,1,1,0,4,2,1,1]",261614105002,"{""261614530001"":4,""261635882002"":4,""261635894005"":4,""261251606002"":4,""261614145002"":4,""CA:35260507"":4,""261614202002"":4,""261614162001"":4,""261614107001"":4,""261635883002"":4,""260937131001"":4}","{""26161407400"":7,""26161405300"":4,""26115830600"":4,""26161453000"":4,""26161416200"":4,""26163526000"":4,""CA:35260053"":4,""26161461000"":4,""26161402700"":4,""26163588300"":4}","{""261635883003"":4,""421330237211"":4,""261614074003"":4,""261614162002"":4,""261158317002"":4,""261614134011"":4,""261614127002"":4,""261614202002"":4,""261614121004"":4,""261614147001"":4,""261614162001"":4,""261614140003"":4,""261251621002"":4}","{""US"":47}",11151.0,10.0,"{""<5"":3,""5-10"":24,""11-20"":17,""21-60"":7,""61-120"":0,""121-240"":0,"">240"":0}","{""Lowe's"":20,""Walmart"":16,""The Home Depot"":10,""Kroger"":6,""Burger King"":6,""Ollie's Bargain Outlet"":4,""Sam's Club Fuel Center"":4,""Menard's"":4,""Marathon"":4,""Dodge"":2,""Jimmy John's"":2,""Advance Auto Parts"":2,""Chrysler"":2,""Simon mall"":2,""BP"":2,""DHL"":2,""Taco Bell"":2,""Speedway"":2,""Dollar General"":2,""Mobil"":2}","{""Walmart"":61,""McDonald's"":45,""Lowe's"":43,""The Home Depot"":37,""Kroger"":35,""Speedway"":31,""Menard's"":27,""Sam's Club"":24,""Ollie's Bargain Outlet"":22,""Sam's Club Fuel Center"":22,""Costco"":20,""BP"":18,""Tractor Supply Co."":18,""Sunoco"":18,""Target"":16,""Taco Bell"":16,""Kroger Fuel Center"":16,""Culver's"":16,""Burger King"":16,""Tim Hortons"":16}","[0,0,0,0,0,0,0,2,3,2,4,9,10,8,8,4,6,4,3,3,0,0,0,0]","{""Monday"":8,""Tuesday"":9,""Wednesday"":6,""Thursday"":7,""Friday"":5,""Saturday"":7,""Sunday"":9}","{""android"":48,""ios"":4}"
35,zzw-223@5vg-8s6-rp9,,Elizabeth Vantassell DDS,135 Keller St Ste F,Petaluma,CA,94952,,,2019-04-01T00:00:00-07:00,2019-05-01T00:00:00-07:00,1,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]",60971507013,{},{},"{""060971509021"":4}",{},,182.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}",{},"{""Mary's Pizza Shack"":100,""Target"":100,""Chevron"":100,""Taco Bell"":100,""Lowe's"":100,""Kaiser Permanente"":100,""KFC"":100,""First Watch Restaurants"":100,""Dollar General"":100,""Starbucks"":100,""Cash Tyme"":100,""Costco"":100,""H&R Block"":100,""Wells Fargo"":100,""Lucky Supermarkets"":100,""Extreme Pizza"":100,""McDonald's"":100,""Best Western"":100,""Shell Oil"":100}","[0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}"
36,22x-222@5vg-82s-3nq,,Sal's Autohaus Mercedes Benz Service,2942 San Jose Ave,San Francisco,CA,94112,,,2019-04-01T00:00:00-07:00,2019-05-01T00:00:00-07:00,1,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]",60750314003,{},{},"{""060750180001"":5}",{},,54.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}","{""AutoZone"":100}","{""AutoZone"":100}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":1,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}"
37,222-226@5xc-q5r-45f,,Mattress MegaStore,21025 SW Pacific Hwy,Sherwood,OR,97140,,,2019-04-01T00:00:00-07:00,2019-05-01T00:00:00-07:00,1,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]",410670322001,{},{},{},"{""US"":4}",,5.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}","{""Baja Fresh"":100,""Les Schwab"":100}","{""Honda"":100,""Target"":100,""Chevron"":100,""Simon mall"":100,""Club Pilates"":100,""Homewood Suites by Hilton"":100,""Les Schwab"":100,""Dickey's Barbecue Pit"":100,""The Home Depot"":100,""Charley's"":100,""Starbucks"":100,""Wendy's"":100,""Costco Gasoline"":100,""Hampton"":100,""Baja Fresh"":100,""Costco"":100,""United States Postal Service (USPS)"":100,""Claim Jumper Restaurants"":100,""The Blazing Onion"":100,""Kwench Juice Cafe"":100}","[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":1,""Sunday"":0}","{""android"":0,""ios"":0}"
38,22b-222@5qh-5d6-gkz,,Staab's Drive Inn,110 McPherson St,Crawford,NE,69339,,,2019-04-01T00:00:00-06:00,2019-05-01T00:00:00-06:00,146,62,"[2,3,2,3,5,5,8,5,5,2,1,7,3,5,3,5,2,2,6,12,4,3,8,2,4,12,9,10,5,3]",310459506002,"{""310459506002"":12,""311659501001"":8,""310459506001"":6,""311059545001"":4,""310459507001"":4,""310459507003"":4,""310319558002"":4,""311579535002"":4,""310459506003"":4,""560319591002"":4,""310459507005"":4}","{""31045950600"":21,""31165950100"":8,""31045950700"":4,""31013951100"":4,""31007954000"":4,""31031955800"":4}","{""310459506002"":14,""310459506001"":8,""311659501001"":7,""080590117322"":4,""311579535002"":4,""310459506003"":4,""560319591002"":4,""560250011001"":4}","{""US"":60}",27024.0,15.0,"{""<5"":9,""5-10"":49,""11-20"":34,""21-60"":23,""61-120"":10,""121-240"":11,"">240"":10}","{""ConocoPhillips"":5,""Walmart"":5,""Pump & Pantry"":5,""Dollar General"":5,""McDonald's"":5,""Champs Chicken"":3,""Sinclair Oil"":3,""United States Postal Service (USPS)"":3,""Maverik"":2,""Taco John's"":2,""T.J. Maxx"":2,""Sturdevants' auto Parts"":2,""Arby's"":2,""Chili's Grill & Bar"":1,""Sheraton Hotels & Resorts"":1,""Cinnabon"":1,""Olive Garden"":1,""Travelodge"":1,""Loaf 'N Jug"":1,""maurices"":1}","{""Walmart"":61,""Dollar General"":53,""McDonald's"":44,""Maverik"":35,""ConocoPhillips"":29,""Taco John's"":26,""Bomgaars"":24,""Sinclair Oil"":23,""Safeway"":15,""China House"":15,""Menard's"":15,""Arby's"":15,""Chevrolet"":13,""Pump & Pantry"":13,""GMC (General Motors Company)"":13,""United States Postal Service (USPS)"":13,""Runza"":13,""Pizza Hut"":13,""Dodge"":11,""Chrysler"":11}","[9,9,9,9,9,10,13,20,18,12,18,21,16,14,21,20,22,18,20,24,22,14,9,9]","{""Monday"":18,""Tuesday"":24,""Wednesday"":8,""Thursday"":10,""Friday"":30,""Saturday"":29,""Sunday"":27}","{""android"":37,""ios"":23}"
39,222-223@65y-snk-p7q,,Ace Hardware,831 Hoosick Rd,Troy,NY,12180,SG_BRAND_0042ddcf1dfda78309cac2609a8e56e0,Ace Hardware,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,175,122,"[2,3,4,1,3,6,10,1,3,0,4,0,13,8,1,1,7,3,4,8,2,4,5,7,7,6,26,7,21,8]",360830520033,"{""360830520021"":10,""360830520031"":9,""360830518004"":9,""360830520033"":8,""360830518003"":7,""360830520043"":5,""360830412001"":5,""360830520044"":4,""360830522011"":4,""360830521012"":4,""360830414001"":4,""360830413001"":4,""360010142033"":4,""360010129003"":4,""360830519011"":4,""360570708001"":4,""360010134002"":4,""360830414002"":4,""360010007001"":4}","{""36083052003"":23,""36083051800"":15,""36083052002"":10,""36083052004"":9,""36083041400"":8,""36083052101"":6,""36083051902"":5,""51177020403"":4,""36001012900"":4,""36001014203"":4,""12071001913"":4,""36083040500"":4,""36083041200"":4,""36083051701"":4,""36001013508"":4}","{""360830520021"":10,""360830520033"":9,""360830521012"":7,""360830520031"":7,""360830518004"":7,""360830518003"":5,""360830520043"":5,""360359711002"":5,""360830412003"":4,""360830407001"":4,""360830519023"":4,""360830414002"":4,""360830414001"":4,""360830520041"":4,""481210215211"":4,""360830411001"":4,""511770204034"":4,""360830520044"":4,""360830521011"":4,""360830413003"":4,""360010137061"":4,""360910625051"":4}","{""US"":120}",7775.0,14.0,"{""<5"":5,""5-10"":64,""11-20"":42,""21-60"":40,""61-120"":16,""121-240"":7,"">240"":1}","{""Cumberland Farms"":6,""Stewart's Shops"":5,""McDonald's"":4,""Lowe's"":3,""Dunkin'"":3,""GameStop"":3,""Walgreens"":3,""Dick's Sporting Goods"":3,""Burger King"":3,""Tractor Supply Co."":3,""Field & Stream"":2,""Honda"":2,""Hannaford Supermarkets"":2,""Sunoco"":2,""Dollar Tree"":2,""Hallmark Cards"":1,""Walmart"":1,""Miracle-Ear"":1,""The Home Depot"":1,""Mobil"":1}","{""Stewart's Shops"":53,""McDonald's"":40,""Sunoco"":39,""Dunkin'"":38,""Walmart"":34,""Cumberland Farms"":34,""Hilton Garden Inn"":30,""The Home Depot"":26,""Hannaford Supermarkets"":21,""Lowe's"":21,""Planet Fitness"":18,""Mobil"":18,""Starbucks"":17,""Tractor Supply Co."":17,""Subway"":17,""Dollar Tree"":17,""Walgreens"":16,""Burger King"":16,""CVS"":16,""Pet Supplies Plus"":16}","[0,0,0,0,0,2,5,6,10,17,21,23,25,27,17,22,19,25,23,10,0,0,0,0]","{""Monday"":29,""Tuesday"":20,""Wednesday"":18,""Thursday"":15,""Friday"":13,""Saturday"":53,""Sunday"":27}","{""android"":53,""ios"":71}"
40,zzy-222@8gp-c72-28v,,Axson Volunteer Fire Department,Atkinson Boulevard East,Axson,GA,31624,,,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,1,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]",130039603001,{},{},{},{},,10.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}","{""United States Postal Service (USPS)"":100,""Family Dollar Stores"":100,""CARQUEST Auto Parts"":100}","{""CARQUEST Auto Parts"":100,""GATE"":100,""United States Postal Service (USPS)"":100,""Citi Trends"":100,""Subway"":100,""Family Dollar Stores"":100}","[0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":1}","{""android"":4,""ios"":0}"
41,zzw-225@627-w42-kxq,zzw-222@627-w42-kxq,Deli King of Clark,30 Clarkton Dr,Clark,NJ,7066,,,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,122,101,"[3,2,6,7,5,2,5,0,5,1,8,7,3,3,3,2,7,7,11,9,3,0,3,0,3,3,1,9,0,4]",340390363011,"{""340390368006"":4,""340390363011"":4,""340390362006"":4,""340390363022"":4,""340390363021"":4,""360594049014"":4,""340390386011"":4,""340390363013"":4,""340390368001"":4,""340390362004"":4,""340390345004"":4,""340350519001"":4,""340390386012"":4,""340210044043"":4,""340230014151"":4,""340230023011"":4,""340390373002"":4,""340270437001"":4,""340270444042"":4,""340350530003"":4,""340390349005"":4,""340390362005"":4,""340390363012"":4}","{""34039036301"":10,""34039036800"":9,""34039033000"":6,""34039036200"":6,""34039036302"":5,""34023001416"":4,""34039038601"":4,""34023002000"":4,""34039036900"":4,""34039035600"":4,""34023001417"":4,""34039037300"":4,""34039037100"":4,""34039036100"":4,""34035053000"":4,""34023002401"":4,""50025968500"":4,""34023002302"":4,""34039031904"":4}","{""340390363021"":5,""340390367002"":4,""340390366001"":4,""340297132032"":4,""360610317031"":4,""340390365002"":4,""340210044043"":4,""340390327006"":4,""340390363012"":4,""340390397003"":4,""340390368006"":4,""340390363013"":4,""340390356004"":4,""340390362005"":4,""340390368001"":4,""340390383005"":4,""340390369002"":4,""500259685003"":4,""340350530003"":4,""340390371002"":4,""340390362004"":4}","{""US"":98}",3457.0,10.0,"{""<5"":6,""5-10"":57,""11-20"":27,""21-60"":19,""61-120"":3,""121-240"":3,"">240"":7}","{""Dunkin'"":8,""The Home Depot"":4,""ShopRite"":4,""QuickChek"":3,""Dr. Martens"":3,""Marshalls"":3,""McDonald's"":3,""Barnes and Noble"":2,""Taco Bell"":2,""GNC (General Nutrition Centers)"":2,""ConocoPhillips"":2,""Applebee's"":2,""Exxon Mobil"":2,""Shell Oil"":2,""Dollar Tree"":2,""THE MAX Challenge"":1,""Dodge"":1,""Honda"":1,""Trader Joe's"":1,""Genesis Auto"":1}","{""Dunkin'"":54,""ShopRite"":37,""The Home Depot"":33,""Starbucks"":27,""McDonald's"":27,""Walgreens"":25,""7-Eleven"":22,""CVS"":21,""Costco"":20,""Exxon Mobil"":19,""QuickChek"":18,""Marshalls"":18,""Shell Oil"":17,""BP"":16,""Dollar Tree"":16,""Walmart"":14,""Simon mall"":14,""Dr. Martens"":14,""Sav-on Pharmacy"":13,""Applebee's"":13}","[2,2,2,2,4,6,8,12,14,13,17,25,21,19,20,13,11,14,16,14,1,1,2,2]","{""Monday"":6,""Tuesday"":16,""Wednesday"":14,""Thursday"":25,""Friday"":26,""Saturday"":15,""Sunday"":20}","{""android"":46,""ios"":54}"
42,zzw-222@628-wkm-7yv,,Source Collection,125 Price Rd,Winsted,CT,6098,,,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,29,9,"[0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,2,4,2,1,0,0,0,2,4,3,0,0,0,2,2]",90053201001,"{""090034056003"":4}","{""17031804308"":4}",{},"{""US"":4}",,70.0,"{""<5"":0,""5-10"":6,""11-20"":4,""21-60"":4,""61-120"":5,""121-240"":6,"">240"":4}","{""Mobil"":6}","{""McDonald's"":22,""Walmart"":11,""Jewel-Osco"":11,""Chevrolet"":11,""Target"":11,""Planet Fitness"":11,""Cinnabon"":11,""Simon mall"":11,""Boston Market"":11,""Potbelly Sandwich Works"":11,""Taco Bell"":11,""Lowe's"":11,""American Freight"":11,""T.J. Maxx"":11,""Autopart International"":11,""The Home Depot"":11,""Hertz"":11,""PetSmart"":11,""Michaels Stores"":11,""Huddle House"":11}","[0,0,2,2,3,4,4,5,5,8,9,10,5,7,11,5,0,0,0,0,0,0,0,0]","{""Monday"":4,""Tuesday"":6,""Wednesday"":8,""Thursday"":6,""Friday"":5,""Saturday"":0,""Sunday"":0}","{""android"":4,""ios"":4}"
