,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
124,zzw-222@5s5-x25-6ff,,Hindu Temple,,,Religious Organizations,Religious Organizations,813110.0,41.693502,-83.721679,4336 King Rd,Sylvania,OH,43560,US,14198434440.0,"{ ""Mon"": [], ""Tue"": [[""17:00"", ""20:00""]], ""Wed"": [[""17:00"", ""20:00""]], ""Thu"": [[""17:00"", ""20:00""]], ""Fri"": [[""17:00"", ""20:00""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [[""9:00"", ""14:00""]] }",,,,2019-07,POLYGON
125,zzy-222@5v6-dn2-pvz,,Main Street Dinner House,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,40.140073,-120.951599,116 Hwy 89,Greenville,CA,95947,US,15302846888.0,,,,2020-01,2019-07,POLYGON
126,223-222@646-7kg-4qf,,T & A Oyster Company,,,Specialty Food Stores,Fish and Seafood Markets,445220.0,33.934605,-78.251215,450 Sabbath Home Rd SW,Varnamtown,NC,28462,US,19108421239.0,,,,2020-01,2019-07,POLYGON
127,224-222@5pr-6dg-649,,Bucking Garage Door Service,,,Other Personal Services,Parking Lots and Garages,812930.0,38.947165,-94.690416,9010 W 100th Ter,Overland Park,KS,66212,US,19137035737.0,,,,,2019-07,POLYGON
128,227-222@5sb-8g7-85f,,Daniel E Hogan DMD,,,Offices of Dentists,Offices of Dentists,621210.0,42.010344,-87.825784,101 S Washington Ave Ste 103,Park Ridge,IL,60068,US,18476980203.0,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""14:00""]], ""Sat"": [[""8:00"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
129,22g-223@627-sm8-c5z,,Direct PT,,,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340.0,40.93482,-73.861442,51 Smart Ave,Yonkers,NY,10704,US,19149648169.0,,,,,2019-07,POLYGON
130,22d-222@627-xg8-hqz,,Lulu's City Smoke,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,41.191448,-73.199692,96 Fairmount Ave,Bridgeport,CT,6606,US,12033669222.0,,BBQ and Southern Food,,,2019-07,POLYGON
131,222-222@5pr-3qh-jqf,,Pizza Hut,SG_BRAND_1f2a4b730dc533366115ba7f5168b074,Pizza Hut,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,39.233297,-94.656369,7657 NW Prairie View Rd,Kansas City,MO,64151,US,18167415790.0,,"Counter Service,Pizza,Lunch,Take Out and Delivery Only,Catering,Dinner",,,2019-07,POLYGON
132,zzy-22m@8m3-vmz-h5z,,Wave Riding Vehicles,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,21.581517,-158.105368,66 451 Kamehameha Hwy,Haleiwa,HI,96712,US,18086372020.0,,,,2020-07,2019-07,POLYGON
133,235-223@5vg-7gw-35z,,The Barbary Coast,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,37.799853,-122.407249,478 Green St,San Francisco,CA,94133,US,14157880115.0,,"Bar or Pub,Brunch",,2020-01,2019-07,POLYGON
134,229-223@8dg-p4z-gff,,Ark Of Noah Naples,,,Religious Organizations,Religious Organizations,813110.0,26.154202,-81.792321,576 11th St N,Naples,FL,34102,US,,,,,,2019-07,POLYGON
135,222-222@5r4-kk3-x3q,,Arnold Robert J OD,,,Health and Personal Care Stores,Optical Goods Stores,446130.0,38.364164,-97.657353,516 S Park St,McPherson,KS,67460,US,16202415635.0,,,,,2019-07,POLYGON
136,zzw-222@5q6-s93-7qz,,Vail Christian School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,39.657223,-106.634987,31621 Highway 6,Edwards,CO,81632,US,,,,,,2019-07,POLYGON
137,222-222@8gh-tnw-mc5,,Center Drugs of Daleville,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110.0,31.297532,-85.724103,181 Highway 84 W,Daleville,AL,36322,US,13345984242.0,"{ ""Mon"": [[""8:30"", ""18:00""]], ""Tue"": [[""8:30"", ""18:00""]], ""Wed"": [[""8:30"", ""18:00""]], ""Thu"": [[""8:30"", ""18:00""]], ""Fri"": [[""8:30"", ""18:00""]], ""Sat"": [[""8:30"", ""12:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
138,zzw-225@8g6-yth-xkf,zzw-226@8g6-yth-xkf,Lt Nail,,,,,,33.955142,-84.134674,2131 Pleasant Hill Rd,Duluth,GA,30096,US,17706239994.0,"{ ""Mon"": [[""9:30"", ""20:00""]], ""Tue"": [[""9:30"", ""20:00""]], ""Wed"": [[""9:30"", ""20:00""]], ""Thu"": [[""9:30"", ""20:00""]], ""Fri"": [[""9:30"", ""20:00""]], ""Sat"": [[""9:30"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",,,,2019-07,POLYGON
139,zzw-227@5z5-3k9-7dv,,Tien Tao Association Inc,,,Religious Organizations,Religious Organizations,813110.0,34.06231,-118.116068,432 E Garvey Ave,Monterey Park,CA,91755,US,,,,,,2019-07,POLYGON
140,222-222@8gj-8y3-5s5,,Elmcroft of Tallahassee,,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,6233.0,30.478832,-84.226362,2110 Fleischmann Rd,Tallahassee,FL,32308,US,18502736642.0,,,,,2019-07,POLYGON
141,222-222@5vh-sjk-r49,,Boething Treeland Farms,,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220.0,38.118724,-121.064754,20601 E Kettleman Ln,Lodi,CA,95240,US,12097273741.0,"{ ""Mon"": [[""7:00"", ""12:00""]], ""Tue"": [[""7:00"", ""12:00""]], ""Wed"": [[""7:00"", ""12:00""]], ""Thu"": [[""7:00"", ""12:00""]], ""Fri"": [[""7:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
142,225-222@8gp-zqt-3t9,,Restoration Hands of Aloha Massage Clinic,,,Other Personal Services,All Other Personal Services,812990.0,30.789362,-81.649513,1204 Hospitality Ave Ste K,Kingsland,GA,31548,US,19125100264.0,,,,,2019-07,POLYGON
143,222-222@5px-5mz-tqf,,Performance Cycle,,,Other Motor Vehicle Dealers,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",441228.0,37.965068,-86.77006,1621 Main St,Tell City,IN,47586,US,18125472925.0,,,,,2019-07,POLYGON
144,227-222@8fc-fc2-y7q,,Little Woodrow's Eado,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410.0,29.752315,-95.354881,2019 Walker St,Houston,TX,77003,US,17132222224.0,"{ ""Mon"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""15:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""10:00"", ""24:00""]] }","Bar or Pub,Sports Bar,Late Night",,,2019-07,POLYGON
145,226-224@5z4-rky-pn5,,Magnolia Tattoo,,,Personal Care Services,Other Personal Care Services,812199.0,33.877977,-117.598258,1690 W 6th St Ste L,Corona,CA,92882,US,19514963677.0,"{ ""Mon"": [[""12:00"", ""20:00""]], ""Tue"": [[""12:00"", ""20:00""]], ""Wed"": [], ""Thu"": [[""12:00"", ""20:00""]], ""Fri"": [[""12:00"", ""20:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [[""12:00"", ""20:00""]] }",,,,2019-07,POLYGON
