,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
551,225-222@5s7-2gk-9zz,,Luciw David M DDS,,,Offices of Dentists,Offices of Dentists,621210.0,42.666934,-83.355794,3460 Lexington Rd,Waterford,MI,48328,US,12486743732.0,,,,,2019-07,POLYGON
552,zzw-223@5s5-r8j-8y9,,Ryan Todd H DDS,,,Offices of Dentists,Offices of Dentists,621210.0,41.918669,-84.63109,68 Waldron St,Hillsdale,MI,49242,US,15174374449.0,,,,,2019-07,POLYGON
553,227-222@5qk-jmf-f9f,,Polished by Coley,,,Other Personal Services,Pet Care (except Veterinary) Services,812910.0,40.380484,-104.725849,2905 Anchor Dr,Evans,CO,80620,US,19706291837.0,,,,,2019-07,POLYGON
554,zzw-222@63m-k6q-gx5,,Kroger Fuel Center,SG_BRAND_f29bd2583c8336be,Kroger Fuel Center,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.614308,-83.704088,515 N 12th St,Middlesborough,KY,40965,US,,,,,,,POLYGON
555,222-222@63j-kxz-3bk,,Los Arrieros,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,40.787451,-82.986688,1690 Marion Rd,Bucyrus,OH,44820,US,14195628885.0,,Mexican Food,,,2019-07,POLYGON
556,22j-222@8fc-m8q-789,,TJ's Tavern,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410.0,30.421978,-95.486246,104 Kennedy St,Willis,TX,77378,US,19368567758.0,"{ ""Mon"": [[""14:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""14:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""]] }","Bar or Pub,Cocktail Lounge,Late Night",,,2019-07,POLYGON
557,224-222@8dk-mcj-2kz,,Ocean Aesthetics Skincare,,,Personal Care Services,Beauty Salons,812112.0,26.932158,-82.281653,3821 S Access Rd,Englewood,FL,34224,US,19414751111.0,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""16:00""]], ""Wed"": [[""11:00"", ""16:00""]], ""Thu"": [[""10:00"", ""16:00""]], ""Fri"": [[""10:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
558,zzw-222@5pr-6mp-zxq,zzw-223@5pr-6mp-zxq,Curves,SG_BRAND_56e7bebbcd38b821d0c781ad5014cc5e,Curves,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,38.897753,-94.778453,12705 S Mur Len Rd Ste A1,Olathe,KS,66062,US,19133931125.0,,,,,2019-07,POLYGON
559,zzw-222@8fc-9q4-k4v,,Field El,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,29.801198,-95.388716,703 E 17th St,Houston,TX,77008,US,17138675190.0,,,,,2019-07,POLYGON
560,22v-222@5q6-75r-2c5,22t-222@5q6-75r-2c5,Fitch Clinic of Acupuncture & Oriental Medicine,,,Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399.0,39.985196,-105.228013,5377 Manhattan Cir Ste 104,Boulder,CO,80303,US,,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
561,zzw-228@8ts-zxt-nbk,zzw-223@8ts-zxt-qj9,A&E baked,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811.0,33.286999,-111.97368,4976 Premium Outlets Way Ste 19,Chandler,AZ,85226,US,14804908849.0,,Dessert,,,2019-07,POLYGON
562,222-222@5s5-p4s-zfz,,True Value Rental Of Northern Kent,,,Building Material and Supplies Dealers,Hardware Stores,444130.0,43.176124,-85.581987,3575 14 Mile Rd NE,Cedar Springs,MI,49319,US,16168667670.0,,,,,2019-07,POLYGON
563,zzy-222@5pf-3x7-9vf,,Saint Huberts Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,46.702135,-98.588417,219 1st St,Montpelier,ND,58472,US,,,,,,2019-07,POLYGON
564,zzw-226@63v-4jw-wzf,,Regeneration Church,,,Religious Organizations,Religious Organizations,813110.0,42.416485,-83.259185,17261 Redford St,Detroit,MI,48219,US,13133621733.0,,,,,2019-07,POLYGON
565,zzy-226@628-p7g-fcq,,Tony Sopranos Pizza & Ristorante,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,40.000176,-74.985079,1426 Rte 130 N,Cinnaminson,NJ,8077,US,18568291445.0,,Pizza,,,2019-07,POLYGON
566,226-222@8fc-874-rtv,,Waffle House,SG_BRAND_7d55f8ddf947e2b4446a8240c916ae25,Waffle House,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,29.664092,-95.124565,7423 Spencer Hwy,Pasadena,TX,77505,US,12814784864.0,,"Lunch,American Food,Casual Dining,Breakfast,Catering,Diner,Dinner",,,2019-07,POLYGON
567,zzw-222@5z4-vv4-6p9,,Vintage Auto Parts,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,34.43844,-118.573531,25011 Avenue Stanford Ste C,Santa Clarita,CA,91355,US,16612953927.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
568,zzw-223@5pm-x8d-tvz,,First Baptist Church Nursery School,,,Child Day Care Services,Child Day Care Services,624410.0,35.747098,-89.529774,108 Lafayette Ave,Ripley,TN,38063,US,,,,,,2019-07,POLYGON
569,zzw-225@8fw-5s4-xkf,224-222@8fw-5s4-wzf,Yisel's Hair Studio,,,Personal Care Services,Beauty Salons,812112.0,25.732738,-80.305766,6840 Bird Rd Ste 212 39,Miami,FL,33155,US,17869757575.0,,,,,2019-07,POLYGON
570,zzw-222@5q6-7ck-wzf,,Quality Inn,SG_BRAND_651e8ed61dd14af7a20c84019dc47d2b,Quality Inn,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,39.915085,-104.99312,12085 Delaware St,Westminster,CO,80234,US,13037314932.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,2020-11,,2019-12,POLYGON
571,223-222@8gk-wb6-975,,Medical Center of Pell City,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,33.60498,-86.276311,2811 Dr John Haynes Dr Ste 201,Pell City,AL,35125,US,12058847700.0,,,,,2019-07,POLYGON
572,223-222@5s7-2j2-5cq,,Front Line Ministries For Christ Inc,,,Religious Organizations,Religious Organizations,813110.0,42.724295,-83.331392,5766 Dora Ln,Clarkston,MI,48348,US,,,,,,2019-07,POLYGON
573,222-222@5s8-c9s-q75,223-226@5s8-c9s-xdv,The Urgency Room,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,44.925585,-92.964037,7030 Valley Creek Plz,Woodbury,MN,55125,US,16517897000.0,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }",,,,2019-07,POLYGON
574,222-222@5w9-gqt-8d9,,Treasure Valley Community Reentry Center,,,"Justice, Public Order, and Safety Activities",Correctional Institutions,922140.0,43.474044,-116.24023,14195 S Pleasant Valley Rd,Kuna,ID,83634,US,12083342241.0,,,,,2019-07,POLYGON
575,223-224@63k-77g-33q,,Marathon,SG_BRAND_faaaac9cb18c500a97c03eec92d6b8fc,Marathon,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,40.451847,-85.369844,120 N Walnut St,Hartford City,IN,47348,US,,,,,,2019-07,POLYGON
576,zzw-223@5r4-38r-mkz,,Great Clips,SG_BRAND_2455d18c3dd9107af26c64a7f7248edd,Great Clips,Personal Care Services,Beauty Salons,812112.0,33.577098,-101.905683,1910 Quaker Ave Ste 102,Lubbock,TX,79407,US,18067991777.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",,,,2019-07,POLYGON
577,zzw-224@5py-dj8-ndv,zzw-226@5py-dj8-ndv,Jimmy John's,SG_BRAND_a04f493d784143c9b21b2689e32fd0d1,Jimmy John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,39.199416,-85.947077,2115 W Jonathan Moore Pike,Columbus,IN,47201,US,18123785466.0,,"Counter Service,Sandwich Shop,Lunch,Deli,Catering,Dinner",,,2019-07,POLYGON
578,226-222@5px-8s2-5s5,,CosmoProf,SG_BRAND_a93e2c2206ef28d35a9d8a0da71b9d5c,CosmoProf,"Machinery, Equipment, and Supplies Merchant Wholesalers",Service Establishment Equipment and Supplies Merchant Wholesalers,423850.0,38.168197,-85.70202,5701D Preston Hwy,Louisville,KY,40219,US,15029690155.0,,,,2020-08,2020-01,POLYGON
579,zzw-22p@5z4-ry9-ty9,,RKarimi Therapy,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330.0,33.715477,-117.924162,11770 Warner Ave,Fountain Valley,CA,92708,US,15622857691.0,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
580,zzy-222@63p-vxm-zpv,,Padisaks Refinishing,,,Building Finishing Contractors,Flooring Contractors,238330.0,41.031868,-78.003901,1509 W Sycamore Rd,Moshannon,PA,16874,US,18143874490.0,"{ ""Mon"": [[""9:30"", ""17:00""]], ""Tue"": [[""9:30"", ""17:00""]], ""Wed"": [[""9:30"", ""17:00""]], ""Thu"": [[""9:30"", ""17:00""]], ""Fri"": [[""9:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
581,22m-222@5tz-g3q-2zf,,J Bird's Treasure Nook,,,Used Merchandise Stores,Used Merchandise Stores,453310.0,40.791624,-124.171405,30 W Wabash Ave,Eureka,CA,95501,US,17075725169.0,,,,2020-01,2019-07,POLYGON
582,zzw-222@628-mxf-rff,,Five Below,SG_BRAND_3f25071e778c22839c918302c0f22bf7,Five Below,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,39.97932,-74.18256,1203 Hooper Ave Ste B01,Toms River,NJ,8753,US,17323078448.0,,,2020-06,,2020-03,POLYGON
583,222-222@5r4-2qy-2rk,,Panera Bread,SG_BRAND_0a8f7236f12142a7d24ed321dcb194d7,Panera Bread,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,33.503953,-101.905249,4407 98th St,Lubbock,TX,79424,US,18067942222.0,"{ ""Mon"": [[""6:00"", ""10:00""]], ""Tue"": [[""6:00"", ""10:00""]], ""Wed"": [[""6:00"", ""10:00""]], ""Thu"": [[""6:00"", ""10:00""]], ""Fri"": [[""6:00"", ""10:00""]], ""Sat"": [[""7:00"", ""10:00""]], ""Sun"": [[""7:00"", ""9:00""]] }","Counter Service,Salad,Sandwich Shop,Lunch,Breakfast,Catering,Soup,Dinner",,,2019-07,POLYGON
584,224-222@8fc-f76-t5f,226-222@8fc-f76-sdv,Darwish Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,29.743067,-95.645193,2150 Highway 6 S Ste 200,Houston,TX,77077,US,18326648916.0,"{ ""Mon"": [[""11:00"", ""24:00""]], ""Tue"": [[""11:00"", ""24:00""]], ""Wed"": [[""11:00"", ""24:00""]], ""Thu"": [[""11:00"", ""24:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""9:30"", ""24:00""]] }","Mediterranean Food,Middle Eastern Food,Bar or Pub,Late Night",,,2019-07,POLYGON
585,zzy-222@63p-wpw-p5f,,Alfarata Lutheran Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,40.659271,-77.453431,Alfarata Road,Alfarata,PA,17841,US,,,,,,2019-07,POLYGON
586,224-222@8dj-mpv-tjv,,Avatel Technologies,,,Electronics and Appliance Stores,Electronics Stores,443142.0,27.935032,-82.306942,220 S Hilltop Rd,Brandon,FL,33511,US,18133142111.0,,,,,2019-07,POLYGON
587,zzy-222@628-tfn-h89,,QuickChek,SG_BRAND_601eeaf874044db9a43e75afff89610c,QuickChek,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,40.356822,-74.797755,129 Nj 31,Pennington,NJ,8534,US,16097309822.0,,,,,2019-07,POLYGON
588,zzw-222@63f-dw6-52k,,Focused Beam,,,Other Miscellaneous Manufacturing,,3399.0,37.463518,-79.458027,9475 Big Island Hwy,Bedford,VA,24523,US,15405860728.0,,,,,2019-07,POLYGON
589,223-222@8gn-m9b-6tv,zzy-222@8gn-m9b-6tv,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,McDonald's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,32.146846,-85.713146,201 Conecuh Ave E,Union Springs,AL,36089,US,13347385700.0,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""24:00""]], ""Sat"": [[""5:00"", ""24:00""]], ""Sun"": [[""5:00"", ""23:00""]] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07,POLYGON
590,zzw-222@63r-r72-8y9,,Larkins Grocery,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,38.874406,-78.62797,19004 Senedo Rd,Edinburg,VA,22824,US,15409844246.0,,,,,2019-07,POLYGON
591,zzy-226@5z5-3rs-rc5,,Cleveland Art,,,Furniture Stores,Furniture Stores,442110.0,34.041945,-118.23639,451 Colyton Sreet,Los Angeles,CA,90013,US,12136261311.0,,,,2020-07,2019-07,POLYGON
592,222-222@8gm-dm2-fmk,,Fireworks City,,,Miscellaneous Durable Goods Merchant Wholesalers,Toy and Hobby Goods and Supplies Merchant Wholesalers,423920.0,33.656014,-85.411627,63 County Road 415,Heflin,AL,36264,US,12567488551.0,,,,,2019-07,POLYGON
593,22p-223@5pw-6cp-mc5,,Iglesia Luterana Santa Cruz,,,Religious Organizations,Religious Organizations,813110.0,41.773666,-87.719896,6545 S Springfield Ave,Chicago,IL,60629,US,,,,,,2019-07,POLYGON
594,zzy-223@63m-v2t-8sq,,South Point Christian Church,,,Religious Organizations,Religious Organizations,813110.0,38.535264,-82.683457,101 Park Ave,Ironton,OH,45638,US,17403772390.0,,,,,2019-07,POLYGON
595,226-222@5sc-fhy-6x5,,Habaneros Mexican Kitchen,,,,,,43.040835,-88.048106,869 N Mayfair Rd,Wauwatosa,WI,53226,US,14146079025.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }",,,,2019-07,POLYGON
596,zzy-222@62k-8kw-2ff,,Mount Calvary Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,42.905787,-72.211568,Ling Street,Marlborough,NH,3455,US,,,,,,2019-07,POLYGON
597,23p-222@63r-vdc-nh5,,Steven Berk DDS,,,Offices of Dentists,Offices of Dentists,621210.0,38.832039,-77.187139,7010 Evergreen Ct,Annandale,VA,22003,US,,"{ ""Mon"": [[""11:00"", ""18:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""14:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
598,zzw-22f@8g6-ym6-psq,222-222@8g6-ym6-mff,Clarkson Eyecare,SG_BRAND_037307e7be2a963dbeb6e7c1eafff895,Clarkson Eyecare,Offices of Other Health Practitioners,Offices of Optometrists,621320.0,33.833331,-84.384104,2900 Peachtree Rd NW Ste 301,Atlanta,GA,30305,US,,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
599,zzw-222@5qc-w7z-nnq,zzy-222@5qc-w7z-nnq,Salt Lake Community College,,,Junior Colleges,Junior Colleges,611210.0,40.671974,-111.943431,4600 S Redwood Rd,Taylorsville,UT,84123,US,18019574111.0,,,,,2019-07,POLYGON
600,22c-222@5pw-p9k-6hq,224-222@5pw-p9k-6hq,Raymond James Financial,SG_BRAND_1d33d996f84ed96d957d92254c1ff53b,Raymond James Financial,Other Financial Investment Activities,Investment Advice,523930.0,41.703952,-88.203424,3380 Lacrosse Ln Ste 108,Naperville,IL,60564,US,16309223900.0,,,,,,POLYGON
601,zzw-224@5qc-x4r-7h5,,Burg Children's Dentistry,,,Offices of Dentists,Offices of Dentists,621210.0,40.430295,-111.850103,3401 N Center St,Lehi,UT,84043,US,18014076520.0,"{ ""Mon"": [[""8:30"", ""16:30""]], ""Tue"": [[""8:30"", ""16:30""]], ""Wed"": [[""8:30"", ""16:30""]], ""Thu"": [[""8:30"", ""16:30""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
602,zzw-223@63f-kqr-m8v,,Circus Food Store,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.981855,-78.820626,3801 Wake Forest Rd,Durham,NC,27703,US,19195966696.0,,,,,2019-07,POLYGON
603,zzw-227@5z5-qdv-7wk,,Uc San Diego Health Hillcrest Hillcrest Med Ctr,,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110.0,32.754211,-117.166231,200 W Arbor Dr,San Diego,CA,92103,US,,"{ ""Mon"": [[""8:00"", ""16:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
604,222-224@5sb-7xt-m6k,,Piccolo By Tommy R's,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,41.830943,-88.03282,2001 Butterfield Rd,Downers Grove,IL,60515,US,,,"Sandwich Shop,Coffee Shop,Donut Shop",,2020-01,2019-07,POLYGON
605,zzy-222@5pr-36n-kzz,,Texas Tom's,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.131661,-94.626161,7th & Quindaro,Kansas City,KS,66101,US,,,Burgers,,,2019-07,POLYGON
606,zzw-222@5yw-6hd-w49,,O'skis Pub & Grille,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.535047,-119.753951,840 Victorian Ave,Sparks,NV,89431,US,17753597547.0,,"Irish Food,Bar or Pub,Late Night",,,2019-07,POLYGON
607,zzw-224@62k-phj-z75,zzz-222@62k-phj-wx5,Kitchen Annex,,,Home Furnishings Stores,All Other Home Furnishings Stores,442299.0,42.218559,-71.180164,258 Providence Hwy,Westwood,MA,2090,US,15082159573.0,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
608,zzw-223@628-bmc-ysq,,Gardens For Memory Care At Easton The,,,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110.0,40.687088,-75.213221,500 Washington St,Easton,PA,18042,US,,,,,,2019-07,POLYGON
609,zzw-22b@8g7-33x-kvf,zzw-227@8g7-33x-kvf,First Georgia Physician Group,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,33.449428,-84.477922,101 Yorktown Dr Ste 100,Fayetteville,GA,30214,US,17704604285.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
610,zzw-222@63r-7bw-xbk,zzy-223@63r-7bw-wzf,Educational Systems Federal Credit Union,,,Depository Credit Intermediation,Credit Unions,522130.0,38.60331,-76.900053,169 Smallwood Village Ctr Ste A,Waldorf,MD,20602,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
611,226-222@5z6-3sj-28v,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,33.87433,-118.247749,1929 W Artesia Blvd Ste A,Compton,CA,90220,US,13106085364.0,"{ ""Mon"": [[""3:30"", ""21:00""]], ""Tue"": [[""3:30"", ""21:00""]], ""Wed"": [[""3:30"", ""21:00""]], ""Thu"": [[""3:30"", ""21:00""]], ""Fri"": [[""5:00"", ""18:00""]], ""Sat"": [[""5:30"", ""17:30""]], ""Sun"": [[""3:30"", ""21:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2019-07,POLYGON
612,zzy-222@63n-cqz-v9f,,Issac Jones Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,38.173792,-83.22664,Issac Jones Cemetery,Morehead,KY,40351,US,,,,,,2019-07,POLYGON
613,223-222@5vg-sdw-q2k,,Disciples Church,,,Religious Organizations,Religious Organizations,813110.0,38.641344,-121.189975,281 Iron Point Rd,Folsom,CA,95630,US,,,,,,2019-07,POLYGON
614,222-223@8f2-x2g-3qz,,All Occasions Flowers & Gifts,,,Florists,Florists,453110.0,32.517694,-92.164759,3620 Cypress St,West Monroe,LA,71291,US,,,,,,2019-07,POLYGON
615,222-222@63v-4gw-zvf,,Caputo Richard G DVM,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,42.351157,-83.273421,8188 N Telegraph Rd,Dearborn Heights,MI,48127,US,,,,,,2019-07,POLYGON
616,22f-222@8ts-32z-fj9,zzw-222@8ts-32z-ffz,Nails N Styles,,,Personal Care Services,Nail Salons,812113.0,32.252438,-110.839701,7143 E Tanque Verde Rd,Tucson,AZ,85715,US,15207226245.0,,,,,2019-07,POLYGON
617,227-222@5z5-qfd-kfz,,Asmar's Auto Care,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,32.736401,-117.01392,8621 Troy St,Spring Valley,CA,91977,US,16197846078.0,"{ ""Mon"": [[""8:00"", ""17:30""]], ""Tue"": [[""8:00"", ""17:30""]], ""Wed"": [[""8:00"", ""17:30""]], ""Thu"": [[""8:00"", ""17:30""]], ""Fri"": [[""8:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
618,228-222@63j-cwx-33q,,Littlest Angels Learning Center,,,Child Day Care Services,Child Day Care Services,624410.0,38.946957,-84.671,1705 Mount Zion Rd,Union,KY,41091,US,18593841313.0,,,,,2019-07,POLYGON
619,zzw-222@8gg-d68-qpv,,Comfort Keepers,SG_BRAND_c552419a0a84dabfc592a331b124252f,Comfort Keepers,Individual and Family Services,Services for the Elderly and Persons with Disabilities,624120.0,35.580631,-80.873543,378 Williamson Rd Ste 202,Mooresville,NC,28117,US,17042161152.0,,,,,2020-07,POLYGON
620,223-222@8tr-zb5-8y9,,AASTRO Transmissions & Auto Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,32.336408,-111.059667,4443 W Ina Rd,Tucson,AZ,85741,US,15207440655.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
621,23t-223@62j-sgf-xdv,,Kehillath Israel Nursery School,,,Child Day Care Services,Child Day Care Services,624410.0,42.344496,-71.125999,384 Harvard St,Brookline,MA,2446,US,16177319006.0,,,,,2019-07,POLYGON
622,223-223@65z-45s-p5f,223-225@65z-45s-p5f,Laface Salon,,,Personal Care Services,Beauty Salons,812112.0,43.053623,-76.077485,3150 Erie Blvd E,Syracuse,NY,13214,US,13152994190.0,,,,,2019-07,POLYGON
623,22c-222@627-s93-dgk,,Boxing Coach Mike,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,40.703924,-73.933812,232 Varet St,Brooklyn,NY,11206,US,19173040594.0,,,,,2019-07,POLYGON
624,226-222@63s-vmf-mff,,Pathways Counseling Services,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330.0,39.937048,-77.661562,19 S Main St,Chambersburg,PA,17201,US,17172637758.0,,,,,2019-07,POLYGON
625,zzw-222@8gm-jps-xdv,zzw-227@8gm-jps-zmk,Hibbett Sports,SG_BRAND_84a7459cf07e4365f4e55cf6a211e783,Hibbett Sports,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,33.043871,-84.982034,1501 Lafayette Pkwy Ste C5,LaGrange,GA,30241,US,17068828854.0,,,,,2019-07,POLYGON
626,zzy-222@5sb-9gt-9j9,,Anatowind Clinic,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,451140.0,42.502181,-89.046762,615 8th St,Beloit,WI,53511,US,16083621920.0,,,,2020-01,2019-07,POLYGON
627,zzw-222@63s-8h6-brk,,Delaware Veterans Memorial Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,39.549679,-75.741409,2465 Chesapeake City Rd,Bear,DE,19701,US,,,,,,2019-07,POLYGON
