,origin_census_block_group,date_range_start,date_range_end,device_count,distance_traveled_from_home,bucketed_distance_traveled,median_dwell_at_bucketed_distance_traveled,completely_home_device_count,median_home_dwell_time,bucketed_home_dwell_time,at_home_by_each_hour,part_time_work_behavior_devices,full_time_work_behavior_devices,destination_cbgs,delivery_behavior_devices,median_non_home_dwell_time,candidate_device_count,bucketed_away_from_home_time,median_percentage_time_home,bucketed_percentage_time_home,mean_home_dwell_time,mean_non_home_dwell_time,mean_distance_traveled_from_home
186,420810107002,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,86,2132,"{""16001-50000"":16,""0"":30,"">50000"":7,""2001-8000"":17,""1-1000"":5,""1001-2000"":2,""8001-16000"":6}","{""16001-50000"":56,"">50000"":158,""<1000"":115,""2001-8000"":53,""1001-2000"":206,""8001-16000"":41}",30,515,"{""721-1080"":14,""361-720"":14,""61-360"":7,""<60"":27,"">1080"":15}","[47,50,50,48,45,46,47,38,29,26,25,26,26,29,20,25,30,33,27,36,37,40,41,43]",10,6,"{""420810107003"":6,""420810004004"":1,""420370502003"":1,""420810108003"":4,""420970819002"":1,""420810003003"":1,""420810117002"":1,""060133080021"":1,""420810009002"":1,""420810003004"":1,""420810110003"":3,""360319614002"":1,""420810004002"":2,""420930504002"":1,""421190907002"":1,""450510517001"":2,""420810108002"":1,""420970802003"":1,""421090701004"":1,""420350304001"":1,""420810107005"":15,""420810002003"":1,""420270120002"":1,""450510504021"":2,""450510602031"":2,""340076082052"":1,""420810108001"":7,""420810106003"":1,""420810110004"":1,""421190907001"":1,""420350307001"":1,""420810111005"":3,""420810111002"":1,""420810109002"":3,""421190905024"":2,""420810110001"":1,""420810107004"":2,""420810107002"":74,""420810006002"":4,""450519801001"":1,""420370515003"":1,""420930503005"":1,""420810106004"":1,""421139601001"":1,""420810002001"":1,""420810105003"":1,""420810106001"":1,""420810109001"":4,""420810003002"":1,""420810108004"":1,""420810112002"":1,""420810117005"":1,""420970822002"":1,""421179501003"":1,""420810010002"":1,""421190901021"":1}",1,103,264,"{""21-45"":2,""481-540"":2,""541-600"":4,""46-60"":1,""721-840"":3,""1201-1320"":1,""301-360"":3,""<20"":38,""61-120"":5,""241-300"":1,""121-180"":4,""421-480"":3,""841-960"":3,""1081-1200"":2,""961-1080"":2,""601-660"":2,""181-240"":1,""361-420"":2}",72,"{""0-25"":14,""76-100"":41,""51-75"":18,""26-50"":10}",564,259,2998
187,421010192001,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,79,448,"{""16001-50000"":1,""0"":47,"">50000"":2,""2001-8000"":13,""1-1000"":4,""1001-2000"":8,""8001-16000"":4}","{""16001-50000"":249,"">50000"":101,""<1000"":15,""2001-8000"":95,""1001-2000"":77,""8001-16000"":134}",46,627,"{""721-1080"":3,""361-720"":18,""61-360"":15,""<60"":10,"">1080"":26}","[42,49,44,44,44,42,40,39,38,38,41,38,36,37,35,36,39,42,40,43,49,46,49,47]",3,2,"{""110010078033"":1,""240054042023"":1,""110010111002"":1,""421010190001"":1,""421010380001"":1,""421010007002"":1,""421010367002"":1,""421010191002"":2,""421010382003"":1,""421010005001"":1,""421019807001"":1,""421010180021"":1,""421010363011"":1,""421010072001"":1,""421010175005"":1,""421010004022"":1,""421330009003"":1,""421010191003"":1,""421010163001"":1,""420171001021"":1,""421010379003"":1,""421010301004"":1,""420454031041"":1,""421010177025"":1,""421010273002"":1,""240317018001"":1,""421010190003"":1,""421010192001"":69,""421010195013"":2,""421010081011"":1,""421010383001"":3,""421010192005"":1,""420171002014"":1,""421010349001"":1,""421010249001"":1,""421010060001"":1,""360050167002"":1,""421010061001"":1,""421010300002"":3,""421010282003"":1,""421010192002"":2,""421010179001"":2,""421010301002"":1}",1,0,277,"{""481-540"":1,""541-600"":2,""46-60"":1,""301-360"":2,""<20"":52,""61-120"":9,""241-300"":1,""121-180"":2,""841-960"":1,""601-660"":3,""181-240"":1,""361-420"":2}",100,"{""0-25"":8,""76-100"":65,""51-75"":4,""26-50"":2}",714,95,633
188,421010260003,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,95,1432,"{""16001-50000"":5,""0"":38,"">50000"":6,""2001-8000"":14,""1-1000"":5,""1001-2000"":5,""8001-16000"":7}","{""16001-50000"":56,"">50000"":5,""<1000"":69,""2001-8000"":90,""1001-2000"":95,""8001-16000"":67}",42,494,"{""721-1080"":8,""361-720"":13,""61-360"":17,""<60"":21,"">1080"":25}","[43,44,42,43,42,45,42,43,41,38,35,32,32,31,33,31,34,37,37,37,38,42,46,47]",5,1,"{""100030136142"":1,""330130030013"":1,""421010332001"":1,""421010264003"":1,""421010254002"":1,""340210028004"":1,""420454093002"":1,""421010263013"":1,""420912105004"":1,""421010333003"":1,""250277491004"":1,""421010364001"":1,""421010253003"":1,""421019809001"":1,""421010200002"":1,""100030110001"":1,""420912006024"":1,""421010389001"":1,""420912025004"":2,""420912046005"":1,""421010260001"":1,""421010386001"":1,""340210029032"":1,""421010261002"":3,""421010217001"":1,""120950168021"":1,""420171004032"":1,""421010267003"":1,""421010236003"":1,""421010366001"":1,""340210028003"":1,""420912033032"":1,""090159072001"":1,""421010004022"":2,""420171002122"":1,""421010315021"":1,""421019804001"":1,""421010190005"":1,""100030121001"":1,""420912006021"":1,""420912040023"":2,""100030124004"":1,""421010381002"":1,""420912018003"":1,""421010246003"":1,""421010259002"":1,""421010098021"":1,""420171020041"":1,""100030135012"":1,""420912058071"":1,""420912025001"":1,""100030127003"":1,""421010263024"":1,""420912026031"":1,""340210029023"":1,""421010261001"":1,""421010253001"":1,""420912016032"":2,""100030122004"":1,""420912050001"":1,""420912018002"":2,""340030321033"":1,""421010259001"":3,""421010277002"":1,""420293060003"":1,""420912019013"":1,""420912025002"":5,""421010260003"":73,""420770097001"":1,""120869805001"":1,""421010243001"":1,""421010114006"":1,""421010373002"":1,""510131014041"":1,""421010387002"":1,""421010042024"":1,""421010095004"":1,""100030127002"":1,""421010390002"":1,""420293001071"":1,""100030120002"":1,""420912026032"":1,""090091847001"":1,""420912012031"":1,""421010252006"":1,""421010039014"":1,""421010265005"":1,""100030132002"":1,""340057011031"":1,""420912030002"":1,""421010282003"":1,""421010003001"":1,""420912043001"":2,""090159071002"":1,""420710125011"":1,""421010261003"":2,""421010019003"":1,""421010038002"":1,""421010260002"":1,""420912001051"":1,""421010024005"":1}",5,5,214,"{""21-45"":2,""481-540"":2,""541-600"":6,""46-60"":1,""301-360"":3,""<20"":51,""61-120"":7,""241-300"":3,""421-480"":2,""841-960"":6,""1081-1200"":1,""961-1080"":1,""601-660"":2,""181-240"":5,""361-420"":3}",99,"{""0-25"":16,""76-100"":55,""51-75"":14,""26-50"":2}",624,165,77897
189,450070119014,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,88,2578,"{""16001-50000"":4,""0"":30,"">50000"":12,""2001-8000"":13,""1-1000"":7,""1001-2000"":3,""8001-16000"":11}","{""16001-50000"":21,"">50000"":34,""<1000"":245,""2001-8000"":18,""1001-2000"":115,""8001-16000"":32}",35,700,"{""721-1080"":22,""361-720"":16,""61-360"":12,""<60"":15,"">1080"":20}","[52,54,54,52,49,46,45,37,36,38,33,34,30,29,30,26,28,38,37,45,48,48,49,48]",8,8,"{""131350502151"":1,""450830230021"":1,""450070111001"":3,""450830232024"":1,""450019503003"":1,""132579703012"":1,""371050304023"":1,""450070114011"":1,""450070008003"":1,""450070112011"":1,""450070120012"":1,""370759202002"":1,""450070120023"":1,""450070002001"":1,""450070104012"":1,""450070119011"":6,""450070006003"":1,""450070119021"":5,""450070007004"":5,""132579704002"":3,""450070122001"":1,""450070118003"":1,""131479604002"":1,""450599206002"":1,""450070007001"":1,""450450018081"":1,""450070110012"":1,""450070112021"":2,""450770112041"":1,""450070109003"":1,""450070119012"":2,""450830219012"":1,""450070006004"":3,""450070010001"":4,""450070105003"":1,""450070002002"":2,""450070009002"":1,""450450019003"":1,""450070108001"":1,""450070106003"":2,""450070115005"":1,""450070122002"":1,""450070106004"":1,""450070011001"":2,""450070114013"":1,""450070005001"":1,""450070008001"":1,""132579704003"":1,""450830232022"":2,""450070119013"":3,""450450028051"":1,""450070104011"":1,""132579702001"":3,""450790108042"":1,""371510306002"":1,""131350502182"":2,""450070117001"":1,""450070116001"":1,""371899206011"":1,""450070003002"":1,""450070110021"":1,""450070119015"":2,""450070122003"":1,""450450034011"":1,""450070119014"":76,""450070120022"":8}",8,37,246,"{""21-45"":6,""481-540"":5,""541-600"":1,""46-60"":2,""721-840"":2,""1201-1320"":1,""301-360"":5,""<20"":37,""61-120"":6,""241-300"":3,""121-180"":6,""421-480"":4,""841-960"":1,""961-1080"":1,""601-660"":6,""181-240"":1,""361-420"":1}",89,"{""0-25"":15,""76-100"":53,""51-75"":10,""26-50"":6}",676,179,8272
190,450279605004,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,58,1529,"{""16001-50000"":1,""0"":25,"">50000"":4,""2001-8000"":6,""1-1000"":5,""1001-2000"":10,""8001-16000"":1}","{""16001-50000"":85,"">50000"":98,""<1000"":478,""2001-8000"":73,""1001-2000"":23,""8001-16000"":81}",23,679,"{""721-1080"":11,""361-720"":11,""61-360"":5,""<60"":13,"">1080"":13}","[31,30,29,31,33,33,31,32,32,23,22,18,17,18,22,19,16,25,24,27,27,27,26,27]",1,1,"{""450790101031"":1,""450850006001"":1,""450279605003"":1,""450150204051"":1,""130519800001"":1,""450279604002"":1,""450279603001"":1,""450279605002"":9,""450279607011"":5,""450279606002"":2,""450850009013"":1,""450830219012"":1,""450790104033"":1,""510872011011"":1,""450150204041"":1,""450279608023"":1,""450190046071"":1,""450190046081"":1,""450190031111"":1,""370710325061"":1,""450279608014"":1,""450279607013"":6,""450190046082"":1,""450410002012"":2,""450850018024"":1,""371190054031"":1,""450279607031"":1,""450410013002"":1,""450279605004"":48,""450279605001"":10,""450850004003"":1}",1,6,176,"{""21-45"":5,""541-600"":1,""46-60"":1,""721-840"":1,""1201-1320"":2,""301-360"":1,""<20"":28,""61-120"":1,""121-180"":5,""421-480"":4,""1321-1440"":1,""1081-1200"":1,""961-1080"":1,""601-660"":1,""181-240"":1,""361-420"":4}",99,"{""0-25"":8,""76-100"":33,""51-75"":7,""26-50"":1}",652,204,3289
191,450630205062,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,109,2972,"{""16001-50000"":8,""0"":21,"">50000"":8,""2001-8000"":38,""1-1000"":7,""1001-2000"":1,""8001-16000"":22}","{""16001-50000"":148,"">50000"":272,""<1000"":237,""2001-8000"":39,""1001-2000"":37,""8001-16000"":83}",23,729,"{""721-1080"":30,""361-720"":14,""61-360"":13,""<60"":25,"">1080"":22}","[62,64,65,64,61,65,64,55,47,44,38,28,29,30,32,33,40,47,50,58,64,66,66,68]",15,5,"{""450630205061"":9,""450790016002"":1,""390170111203"":1,""450790031001"":1,""450790028001"":2,""450630205072"":1,""450630211113"":4,""450630206014"":4,""450630211091"":1,""450790103041"":2,""450790001001"":1,""450630205104"":1,""450790108051"":1,""450230206022"":1,""450630210291"":1,""450790116043"":2,""450630206051"":2,""450630209071"":1,""120950171032"":2,""450790112021"":1,""450630205113"":1,""450630210092"":1,""450630210141"":5,""450790016001"":3,""450790031002"":6,""450559709041"":1,""120759702002"":1,""450790104031"":2,""450790104033"":1,""450630210281"":4,""450790114142"":1,""450630210191"":3,""450799801001"":1,""470379801001"":1,""450630210241"":1,""210350104001"":1,""450790005002"":1,""371190012002"":1,""450630206023"":1,""450630206011"":2,""450630210342"":2,""450179501001"":1,""450630206052"":2,""450630210091"":1,""210350103012"":1,""450630211062"":1,""450630205092"":6,""450790002001"":1,""450630205081"":3,""450030213004"":1,""060374613003"":1,""450790103042"":1,""450790104111"":1,""450790023001"":1,""120759701023"":1,""450630205051"":8,""450030218002"":1,""450630205062"":100,""450559709042"":1,""450630205071"":2,""450630201002"":1,""450790114132"":1,""450630210231"":3,""450790117012"":6,""450639801001"":1,""450630210321"":1,""450630203003"":1,""450630210262"":1,""450790029001"":1,""450630211122"":7,""371199801001"":1,""060379800281"":1,""450630205052"":2,""450790030002"":1,""450830237002"":1,""450790117011"":1,""450790114044"":1,""450790108041"":1,""450630210171"":1,""120970408021"":2,""450630205063"":5,""450630209081"":2,""450630210322"":6,""450790107012"":1}",2,164,271,"{""21-45"":5,""481-540"":3,""541-600"":5,""46-60"":1,""721-840"":2,""1201-1320"":3,""301-360"":2,""<20"":33,""61-120"":7,""241-300"":2,""121-180"":11,""421-480"":1,""1321-1440"":1,""841-960"":1,""1081-1200"":4,""961-1080"":2,""601-660"":5,""181-240"":4,""661-720"":3,""361-420"":3}",71,"{""0-25"":25,""76-100"":49,""51-75"":23,""26-50"":8}",632,324,11585
192,460830101022,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,41,7236,"{""16001-50000"":1,""0"":15,"">50000"":6,""2001-8000"":11,""1-1000"":1,""1001-2000"":4}","{""16001-50000"":307,"">50000"":33,""<1000"":864,""2001-8000"":116,""1001-2000"":106}",16,632,"{""721-1080"":3,""361-720"":9,""61-360"":4,""<60"":11,"">1080"":13}","[17,22,22,21,24,25,23,19,18,17,18,19,16,15,14,15,18,16,23,20,22,18,22,19]",2,1,"{""460990010011"":1,""460990102001"":1,""460990106002"":2,""260810147013"":1,""460990001002"":1,""340190110022"":1,""460830101041"":1,""460990011011"":3,""461030105003"":1,""460830101042"":1,""460990011061"":1,""460990015005"":1,""460990007002"":2,""460990001001"":1,""461239717001"":1,""340139802001"":1,""460990010021"":1,""460359629001"":2,""460830103001"":1,""460990001004"":1,""270530249022"":1,""460039736003"":1,""460990011062"":1,""461239717002"":2,""460990015006"":1,""460990007003"":1,""460990011013"":1,""171670029004"":1,""380350104002"":1,""460830101032"":2,""460990012004"":1,""460359629005"":1,""461030102002"":1,""390610230014"":1,""260810145011"":1,""461239717003"":1,""460830101022"":32,""260810129021"":1,""460990011012"":1,""460359628004"":1}",1,20,141,"{""21-45"":2,""481-540"":2,""46-60"":1,""301-360"":4,""<20"":20,""61-120"":2,""121-180"":6,""421-480"":1,""841-960"":1,""601-660"":1,""361-420"":1}",91,"{""0-25"":8,""76-100"":22,""51-75"":5,""26-50"":2}",670,187,46557
193,471150502011,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,146,3320,"{""16001-50000"":32,""0"":55,"">50000"":7,""2001-8000"":26,""1-1000"":13,""1001-2000"":4,""8001-16000"":9}","{""16001-50000"":39,"">50000"":31,""<1000"":178,""2001-8000"":39,""1001-2000"":72,""8001-16000"":41}",55,772,"{""721-1080"":31,""361-720"":21,""61-360"":19,""<60"":25,"">1080"":46}","[91,92,91,95,90,95,83,76,71,62,61,56,53,57,63,67,67,70,81,85,84,90,86,89]",10,11,"{""471150502023"":27,""470650113211"":2,""470650104314"":1,""470650111002"":1,""471779304001"":1,""470650114111"":2,""470650107001"":1,""130470303013"":1,""470650114441"":1,""470650012002"":2,""470650108002"":1,""470650028003"":2,""471150502012"":9,""471150503013"":2,""470370190043"":1,""470650114433"":1,""470079531002"":1,""471890301021"":2,""470650023001"":1,""471150502022"":6,""470650016001"":1,""470650028001"":2,""130830401011"":1,""470650108001"":1,""471890303074"":1,""470650020001"":2,""171194017222"":2,""471150502011"":131,""470650123001"":1,""130470304013"":2,""470650109034"":2,""010719503004"":1,""470650030001"":1,""470650113214"":4,""470650118002"":1,""470650114462"":4,""471779305004"":1,""470650124001"":1,""470650105023"":1,""471150502013"":1,""130470305003"":1,""471150502021"":1,""471450307001"":1,""470110102003"":1,""470650031001"":3,""171194020002"":2,""470650109011"":2,""470650008001"":1,""130830402001"":2,""130639800001"":1,""470650121004"":8,""470650004001"":2,""471150501023"":2,""471150503011"":13,""010550105012"":1,""470650114021"":1,""470619553003"":1,""470650030002"":1,""171194027013"":1,""470650121003"":1,""171194026002"":2,""130830402002"":1,""470650104353"":1,""130470307003"":1,""470650109032"":1,""471150501024"":2,""470650108003"":1,""010719502004"":1,""471150503021"":1,""471150501013"":2}",5,78,354,"{""21-45"":5,""481-540"":2,""541-600"":2,""46-60"":2,""721-840"":1,""1201-1320"":2,""301-360"":8,""<20"":58,""61-120"":10,""241-300"":6,""121-180"":10,""421-480"":1,""1321-1440"":1,""841-960"":3,""1081-1200"":3,""601-660"":1,""181-240"":4,""361-420"":8}",91,"{""0-25"":21,""76-100"":86,""51-75"":28,""26-50"":5}",744,231,9714
194,471650211053,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,97,3392,"{""16001-50000"":13,""0"":29,"">50000"":4,""2001-8000"":25,""1-1000"":6,""1001-2000"":3,""8001-16000"":6}","{""16001-50000"":40,"">50000"":563,""<1000"":308,""2001-8000"":23,""1001-2000"":34,""8001-16000"":45}",33,780,"{""721-1080"":25,""361-720"":15,""61-360"":12,""<60"":12,"">1080"":27}","[58,60,58,65,65,65,55,52,47,45,37,43,44,50,38,45,48,39,47,51,52,51,55,56]",5,6,"{""470370154021"":1,""470370195004"":3,""471251014001"":1,""471650211071"":1,""470370172002"":1,""471870509053"":1,""471650210092"":1,""470370117004"":2,""470370110012"":1,""471470801031"":1,""471650210081"":1,""471650210024"":11,""470370113002"":1,""471870512023"":1,""470370108011"":1,""471650212042"":3,""471870509071"":1,""471650211053"":83,""471251020011"":1,""470370104012"":1,""471650205022"":1,""470210702011"":1,""471650204062"":1,""471870510011"":1,""471650210091"":1,""470370151004"":1,""471650209024"":1,""471650212051"":5,""470370154041"":1,""471650211032"":1,""010730047021"":1,""470370193003"":1,""470370104013"":1,""471650212014"":1,""471650211073"":1,""470370104021"":1,""470210701042"":1,""470370154024"":1,""470370156231"":1,""471650205031"":1,""471470801032"":1,""470370156134"":1,""471650211051"":5,""470370192004"":1,""471650212041"":1,""470430606012"":1,""211450313011"":1,""470370156091"":1,""471490411014"":1,""471650212052"":15,""471650211062"":7,""471650207002"":1,""121219706003"":1,""470370195002"":1,""210472013012"":1,""471650211061"":2,""470370119001"":1,""470370192001"":3,""470370159002"":1,""471650210093"":1,""470370170001"":1,""470370137004"":1,""471650205011"":2,""470370104022"":2,""470370161002"":1,""471490414032"":1,""470370162003"":2,""470370104011"":3,""470370103031"":1,""471650211041"":1,""470370130001"":1,""471650209032"":1,""471650207001"":2,""471650210071"":1,""471650211052"":7,""212139701002"":1,""470370114001"":1,""471870504042"":1,""470370180005"":1,""470370154011"":1,""470370193001"":1,""471251020041"":1}",8,40,222,"{""21-45"":7,""481-540"":7,""541-600"":8,""46-60"":1,""721-840"":5,""301-360"":4,""<20"":40,""61-120"":3,""241-300"":2,""121-180"":5,""421-480"":3,""841-960"":1,""1081-1200"":1,""961-1080"":1,""181-240"":4,""661-720"":1,""361-420"":4}",95,"{""0-25"":8,""76-100"":59,""51-75"":15,""26-50"":5}",749,207,6615
195,471670410002,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,108,200,"{""16001-50000"":37,""0"":36,"">50000"":10,""2001-8000"":4,""1-1000"":11,""8001-16000"":8}","{""16001-50000"":64,"">50000"":29,""<1000"":113,""2001-8000"":206,""8001-16000"":78}",38,781,"{""721-1080"":25,""361-720"":16,""61-360"":10,""<60"":21,"">1080"":33}","[71,69,68,70,68,72,65,61,56,49,48,44,50,42,41,45,43,46,53,58,65,70,71,74]",11,5,"{""471570038001"":1,""401430052003"":1,""471570202103"":3,""471670406021"":1,""471670406013"":9,""471670407003"":2,""484499503004"":1,""471130015022"":1,""471570202211"":1,""471570214202"":1,""471670410002"":98,""470970505032"":2,""471570096003"":1,""471670403022"":1,""471670403043"":1,""120310111001"":1,""120310143301"":1,""471570008001"":1,""471670407004"":2,""481130169022"":1,""471570210102"":1,""470759305002"":1,""471670408002"":3,""470459644005"":1,""484391115141"":1,""471570209001"":3,""050910209001"":1,""471570095001"":3,""470459640001"":1,""471570205231"":1,""471570208102"":1,""471570099022"":1,""120310138003"":1,""471570203001"":2,""471570098002"":2,""050990902003"":1,""471570088004"":1,""471670405001"":1,""484391065172"":1,""471670407005"":3,""051190044002"":1,""471670409002"":1,""471570206332"":2,""471570111001"":1,""471570079001"":2,""484391140032"":1,""471570211374"":1,""051250103022"":1,""471570220221"":1,""050199536021"":1,""401310504071"":1,""401430037003"":2,""471570087002"":2,""471670406023"":1,""401430085024"":2,""051239601003"":1,""471670407002"":4,""471570085002"":1,""471570217443"":1,""471570208202"":1,""471570206101"":1,""481130169021"":1,""470470604042"":2,""471570217212"":1,""470459644001"":1,""471570085001"":2,""290693604003"":1,""471670406022"":1,""471570224104"":1,""471570211212"":3,""471670403031"":1,""471670406011"":2,""471670403021"":4,""120310146013"":1,""471670410001"":4,""481130157001"":1,""471670407001"":3,""050850204002"":1,""471570214201"":1,""471570203003"":1,""471570205324"":2,""471670405003"":1,""471570206222"":4,""051250101031"":1,""470470603001"":1}",3,92,270,"{""21-45"":4,""481-540"":2,""541-600"":4,""721-840"":2,""301-360"":4,""<20"":45,""61-120"":6,""241-300"":2,""121-180"":9,""421-480"":2,""1321-1440"":1,""841-960"":2,""961-1080"":1,""601-660"":2,""181-240"":4,""661-720"":3,""361-420"":3}",90,"{""0-25"":17,""76-100"":69,""51-75"":18,""26-50"":3}",743,232,27674
196,480190001022,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,207,5722,"{""16001-50000"":38,""0"":72,"">50000"":13,""2001-8000"":26,""1-1000"":15,""1001-2000"":7,""8001-16000"":24}","{""16001-50000"":33,"">50000"":54,""<1000"":91,""2001-8000"":39,""1001-2000"":48,""8001-16000"":79}",72,624,"{""721-1080"":43,""361-720"":40,""61-360"":30,""<60"":44,"">1080"":50}","[111,110,116,116,117,118,119,109,94,85,80,79,76,68,78,73,75,78,83,97,98,101,97,103]",14,13,"{""482659605001"":1,""483250005004"":1,""480396645015"":1,""480291720021"":1,""080050056283"":1,""482659603012"":1,""484639503002"":1,""080490002022"":1,""480291821062"":1,""480190001021"":16,""480190003001"":1,""482659603023"":1,""480291806031"":1,""480190004001"":2,""480291811001"":1,""480190004002"":2,""482659601001"":2,""482599705001"":3,""483250002001"":1,""484639505002"":1,""480291821051"":1,""120950171032"":1,""482659606003"":1,""483250003004"":1,""484639503003"":1,""480396642001"":1,""482659605004"":2,""482599705004"":4,""482599701004"":1,""480291817053"":1,""484639501001"":2,""480291918072"":2,""480291817042"":1,""480190001011"":10,""480291918071"":1,""480291101002"":1,""483250008004"":1,""480190002001"":6,""483250005003"":1,""480190001022"":182,""480291821031"":1,""480291209011"":1,""482659607001"":1,""482015557021"":1,""482659604023"":3,""482659606004"":3,""480291918171"":2,""080679710002"":1,""480439505003"":1,""482599705003"":1,""483250003003"":2,""080490002021"":1,""480396634001"":1,""480291820011"":2,""480291814022"":1,""480291210002"":1,""080050056141"":1,""480190001023"":4,""482659608003"":2,""480190002002"":2,""482599703023"":1,""480291818251"":1,""482659604022"":2,""482599703012"":1,""480291821061"":1,""480190001012"":53,""482659607003"":3,""480291817242"":3,""480291818161"":1,""480291103003"":1,""482015520013"":1,""483250001023"":2,""482659605002"":3,""480291817211"":1,""121170210001"":1,""482599705002"":1,""120970409011"":1,""482659602003"":1,""480291821022"":2,""482599704012"":6,""480913107043"":1,""480291818081"":1,""482599704013"":2,""482659604021"":1,""482659603024"":1,""480291214032"":1,""480291818131"":1,""480291915041"":1,""480291818111"":1,""480190003002"":3,""482659601002"":1,""480219503003"":2}",4,56,496,"{""21-45"":13,""481-540"":7,""541-600"":5,""46-60"":6,""721-840"":4,""301-360"":6,""<20"":84,""61-120"":23,""241-300"":7,""121-180"":13,""421-480"":7,""841-960"":3,""1081-1200"":2,""961-1080"":3,""601-660"":1,""181-240"":6,""661-720"":6,""361-420"":2}",92,"{""0-25"":44,""76-100"":128,""51-75"":22,""26-50"":12}",637,201,10595
197,480239503003,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,92,926,"{""16001-50000"":1,""0"":36,"">50000"":16,""2001-8000"":3,""1-1000"":14,""1001-2000"":15}","{""16001-50000"":16,"">50000"":193,""<1000"":131,""2001-8000"":24,""1001-2000"":32}",36,708,"{""721-1080"":24,""361-720"":10,""61-360"":17,""<60"":16,"">1080"":22}","[48,48,50,51,50,53,48,46,42,42,36,38,41,40,40,39,40,38,43,54,50,55,52,57]",7,2,"{""482211602042"":2,""484850121001"":1,""483550063001"":1,""482079504002"":1,""481810009021"":1,""484850102001"":1,""480090202003"":1,""480090201002"":1,""480239503002"":11,""484850120001"":1,""480239503005"":18,""484759501001"":1,""484850138002"":1,""483539502004"":1,""484850136003"":1,""483290101092"":1,""480239503001"":2,""480770302002"":1,""481810009022"":1,""484850101001"":1,""483290101132"":1,""485039502004"":1,""291190701004"":1,""484850120002"":1,""484850128004"":1,""482759502001"":1,""480239503004"":12,""400338712001"":1,""481350027003"":1,""480291205021"":1,""481810011011"":1,""481350028021"":1,""484850138003"":1,""484850126003"":7,""484850122002"":1,""480090202001"":2,""484479503001"":2,""484850120003"":2,""480239503003"":79,""484850126002"":1,""480090203001"":3,""482079503002"":1}",3,20,201,"{""21-45"":5,""481-540"":2,""541-600"":1,""721-840"":1,""1201-1320"":1,""301-360"":1,""<20"":46,""61-120"":4,""241-300"":5,""121-180"":1,""421-480"":1,""1321-1440"":4,""841-960"":4,""601-660"":3,""181-240"":2,""661-720"":3,""361-420"":4}",94,"{""0-25"":14,""76-100"":59,""51-75"":13,""26-50"":4}",688,227,5935
198,480291211173,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,110,1797,"{""16001-50000"":10,""0"":50,"">50000"":6,""2001-8000"":17,""1-1000"":4,""1001-2000"":4,""8001-16000"":15}","{""16001-50000"":88,"">50000"":208,""<1000"":36,""2001-8000"":169,""1001-2000"":19,""8001-16000"":59}",48,825,"{""721-1080"":22,""361-720"":10,""61-360"":15,""<60"":19,"">1080"":39}","[68,66,70,69,69,68,71,63,57,53,56,60,50,51,45,46,57,52,54,55,59,63,65,65]",7,4,"{""480291512002"":2,""482012328002"":1,""480291720021"":1,""060014415031"":1,""480299801001"":1,""480291910031"":1,""480291211221"":1,""480291218021"":1,""480291909013"":1,""480291817271"":1,""480291918131"":1,""480291914132"":1,""480291212052"":1,""480291818152"":1,""480291108001"":2,""482012328001"":1,""480291917024"":1,""480291918161"":1,""480291211173"":94,""480291814021"":1,""480291912022"":1,""480291211183"":6,""480291211103"":1,""480291211114"":2,""480291901004"":1,""480291107001"":1,""480291810042"":1,""480291211151"":1,""480291819012"":2,""480299800041"":1,""480291918072"":1,""480291219032"":1,""480291417001"":1,""480291913042"":1,""480291914061"":1,""480291211172"":1,""482819501003"":1,""480291207021"":2,""480291810032"":2,""480291913031"":1,""480291918171"":2,""480291206004"":1,""480291211223"":1,""480291720051"":1,""480291923001"":2,""480291809021"":1,""480291211152"":1,""480291211182"":1,""480291211171"":2,""480291910033"":1,""480291614001"":1,""480291211163"":1,""131350507262"":1,""480291914062"":1,""480291719242"":1,""480291917011"":3,""480291909011"":2,""040133200021"":1,""480291620032"":1,""480291211212"":5,""480291211084"":2,""480291211192"":1,""480291210001"":1,""480291109001"":3,""480291211164"":1,""480291810011"":1,""480291909012"":1,""480291211181"":5,""482013333001"":1,""480291907003"":1,""480291802022"":1,""060379800281"":1,""480291918091"":1,""480291212032"":1,""480291620033"":1,""480291218022"":1,""311090020011"":1,""480291918121"":1}",1,19,242,"{""21-45"":3,""481-540"":3,""541-600"":3,""46-60"":5,""301-360"":1,""<20"":53,""61-120"":6,""241-300"":1,""121-180"":4,""421-480"":1,""1081-1200"":3,""961-1080"":3,""601-660"":1,""181-240"":4,""661-720"":4,""361-420"":2}",97,"{""0-25"":14,""76-100"":71,""51-75"":19,""26-50"":6}",764,162,2828
